technology,rsp,state,geography,download_busy,upload_busy,latency_busy,tier,underperforming
Hybrid Fibre Coaxial,Dodo & iPrimus,VIC,Urban,106.21,18.79,9.53,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,VIC,Urban,96.7,18.9,8.46,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NT + SA,Urban,269.38,23.5,10.55,250/25 Mbps,FALSE
Fibre to the Premises,Exetel,VIC,Urban,108.22,18.96,2.82,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,NT + SA,Urban,53.17,18.72,18.01,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,VIC,Urban,105.5,18.78,3.19,100/20 Mbps,FALSE
Fibre to the Premises,Superloop,TAS,Urban,108.1,37.91,9.86,100/40 Mbps,FALSE
Fibre to the Curb,Vodafone,NSW,Urban,53.43,18.66,4.71,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,NSW,Urban,52.06,18.86,9.07,50/20 Mbps,FALSE
Fibre to the Premises,iiNet,WA,Urban,252.1,23.19,2.58,250/25 Mbps,FALSE
Fibre to the Node,Launtel,NSW,Urban,94.02,36.54,18.3,100/40 Mbps,FALSE
Fibre to the Premises,Exetel,WA,Urban,108.47,18.84,2.4,100/20 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,92.37,18.96,8.91,100/20 Mbps,FALSE
Fibre to the Premises,Optus,VIC,Urban,109.24,19.12,15.98,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,28.42,18.41,3.51,100/20 Mbps,TRUE
Fibre to the Premises,Telstra,VIC,Urban,109.13,19.07,10.94,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,QLD,Urban,25.76,3.54,9.09,25/5 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,270.77,23.58,6.03,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Other RSPs,NT + SA,Urban,27.01,4.63,17.16,25/5 Mbps,FALSE
Fibre to the Node,iiNet,NSW,Major Rural,37.58,7.65,16.92,50/20 Mbps,FALSE
Fibre to the Node,Launtel,ACT,Urban,104.23,18.18,13.87,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,NSW,Urban,52.56,18.76,7.88,50/20 Mbps,FALSE
Fibre to the Node,TPG,NSW,Urban,41.53,7.45,9.63,50/20 Mbps,FALSE
Fibre to the Node,Launtel,NSW,Urban,92.46,31.19,22.1,100/40 Mbps,FALSE
Fibre to the Premises,iiNet,NSW,Urban,53.4,18.31,3.5,50/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,ACT,Urban,53.78,18.86,6.27,50/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Major Rural,106.98,18.95,5.17,100/20 Mbps,FALSE
Fibre to the Premises,Superloop,NSW,Urban,271.59,23.63,4.37,250/25 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,106.26,18.66,6.73,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,ACT,Urban,26.93,9.47,13.31,25/10 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,106.64,18.78,3.22,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,NSW,Urban,271.56,23.62,14.5,250/25 Mbps,FALSE
Fibre to the Node,Leaptel,NSW,Urban,90.92,18.56,8.47,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,NSW,Urban,52.81,18.86,10.17,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Launtel,NSW,Urban,96.41,36.96,11.7,100/40 Mbps,FALSE
Fibre to the Premises,Exetel,ACT,Urban,108.37,37.9,6.26,100/40 Mbps,FALSE
Fibre to the Node,iiNet,NSW,Urban,24.84,4.7,10.89,25/5 Mbps,FALSE
Fibre to the Premises,iiNet,NSW,Urban,106.34,37.63,2.98,100/40 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,ACT,Urban,108.21,18.95,6.49,100/20 Mbps,FALSE
Fibre to the Premises,Optus,ACT,Urban,106.54,18.81,17.13,100/20 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,269.57,23.38,3.97,250/25 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,ACT,Urban,51.31,18.68,5.89,50/20 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,270.75,23.45,12.95,250/25 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NSW,Urban,46.2,18.86,17.46,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,NSW,Urban,107.49,18.85,8.6,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,NSW,Urban,47.54,18.45,8.43,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,NSW,Urban,106.08,18.69,8.83,100/20 Mbps,FALSE
Fibre to the Premises,Optus,VIC,Urban,53.64,18.76,6.11,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,VIC,Urban,108.05,18.84,10.25,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,QLD,Urban,106.74,47.11,8.12,500/50 Mbps,TRUE
Fibre to the Curb,Optus,QLD,Urban,107.66,18.58,8.38,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,QLD,Urban,49.89,18.93,11.95,50/20 Mbps,FALSE
Fibre to the Node,TPG,WA,Urban,53.09,18.75,9.88,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,WA,Urban,105.07,18.79,3.07,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,WA,Urban,108.55,18.92,2.33,100/20 Mbps,FALSE
Fibre to the Premises,TPG,WA,Urban,261.95,18.76,3.93,250/25 Mbps,FALSE
Fibre to the Premises,Telstra,QLD,Urban,53.39,18.84,2.54,50/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,QLD,Urban,75.58,37.16,9.96,100/40 Mbps,FALSE
Fibre to the Node,iiNet,QLD,Urban,53.34,18.26,9.37,50/20 Mbps,FALSE
Fibre to the Premises,Optus,NT + SA,Urban,108.43,37.38,14.99,100/40 Mbps,FALSE
Fibre to the Premises,TPG,VIC,Urban,92.55,18.53,5.51,100/20 Mbps,FALSE
Fibre to the Node,Superloop,VIC,Urban,95.19,19.25,12.68,100/40 Mbps,FALSE
Fibre to the Premises,Leaptel,NT + SA,Urban,96.99,18.68,11.6,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,QLD,Urban,53.64,17.8,11.06,50/20 Mbps,FALSE
Fibre to the Premises,Optus,VIC,Urban,108.67,37.62,4.26,100/40 Mbps,FALSE
Fibre to the Premises,Optus,NSW,Urban,54.53,18.45,4.02,50/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,105.3,18.83,12.78,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,106.67,18.97,8.69,100/20 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,105.87,18.49,6.01,100/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,VIC,Urban,107.04,18.54,13.59,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,ACT,Urban,89.89,36.4,6.28,100/40 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Major Rural,109.07,18.98,8.73,100/20 Mbps,FALSE
Fibre to the Premises,Optus,VIC,Minor Rural,247.84,23.63,17.66,250/25 Mbps,FALSE
Fibre to the Premises,Other RSPs,QLD,Urban,270.64,23.71,3.57,250/25 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,VIC,Urban,44.93,18.68,9.43,50/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,NT + SA,Major Rural,36.15,5.13,19.97,50/20 Mbps,TRUE
Fibre to the Curb,TPG,VIC,Urban,51.31,16.19,5.37,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NT + SA,Urban,14.15,3.58,24.57,50/20 Mbps,TRUE
Fibre to the Premises,Superloop,NSW,Urban,108.42,37.68,2.21,100/40 Mbps,FALSE
Fibre to the Premises,iiNet,NSW,Urban,272.97,94.64,4.98,250/100 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,WA,Urban,267.33,23.78,8.82,250/25 Mbps,FALSE
Fibre to the Node,Aussie Broadband,WA,Urban,95.59,18.93,8.89,100/20 Mbps,FALSE
Fibre to the Premises,Launtel,WA,Urban,264.55,22.91,4.59,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,100.78,31.71,9.59,100/40 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Major Rural,53.65,10.21,31.35,50/20 Mbps,FALSE
